                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5354,                 2.5166,                 1.5584,                0.31183,                0.21806,                0.11082,                0.05347,                 1.7716,                 2.9181,                  1.884,             0.00032558,             0.00032558,             0.00032558
                      2,                 1.4971,                  2.223,                 1.5131,                0.16027,                0.35637,                0.12517,                0.06106,                 1.8172,                 2.6928,                 1.9026,             0.00033275,             0.00033275,             0.00033275
