                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3391,                 2.0637,                 1.4252,                0.17645,                0.21525,                0.12405,                0.06024,                 1.8607,                 2.7818,                 1.9474,             0.00032558,             0.00032558,             0.00032558
                      2,                 1.3907,                 1.8992,                 1.4363,                 0.1544,                0.32978,                0.17682,                 0.0888,                 1.8114,                 2.4276,                  1.895,             0.00033275,             0.00033275,             0.00033275
