                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1909,                 1.5823,                 1.3518,                0.33356,                0.21567,                0.13025,                0.05578,                 1.9717,                 2.9404,                 2.0321,             0.00032558,             0.00032558,             0.00032558
                      2,                 1.3169,                 1.6552,                 1.3755,                0.14405,                0.34613,                0.11617,                0.05268,                 1.8662,                 2.6827,                  1.989,             0.00033275,             0.00033275,             0.00033275
